page,name,link,thumbnail,rating,date,snippet,images,local_guide,fastfood
8,Ari Wibowo,https://www.google.com/maps/contrib/113769741064604000247?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUHA06vs6FRMP11-bM5uPO5UiNebQeEAL8zP7ShVQjQavp6IGORRw=s120-c-rp-mo-ba5-br100,5,setahun lalu,"Kesini malam hari pas hari pertama Idul Fitri. Mungkin orang-orang sama bosannya sama opor ayam, jadi jam 9 malam antrian mobil drive-thru mengular panjang sampai ke jalan. Di dalam juga penuh orang. But it was worthed. Big Mac masih sama kualitasnya seperti 20 tahun yang lalu.",,TRUE,McDonald's
8,Vicky Febrian,https://www.google.com/maps/contrib/102475863814780985358?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKUS6IRssas7qWlTeemDnpWJF6HVVRzPcTgZStaO-C6G64aSg=s120-c-rp-mo-ba3-br100,5,setahun lalu,"Ya bagus...
Lokasi tempat nyaman
Parkir luas",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdlkA-Fj03KWspxboWff_kJ83MzwX0h9SqKhjaoioNTAeX0t-BwywczM-AvzKhxoe8VF9ZsOcO6ttwjjSIscGAqxEci93iIcWSshfuhUAaPJTXnyzw9HeMhCZj-V0hi-hVPj4EUFTw'],TRUE,McDonald's
8,Dimas Fajar Putera,https://www.google.com/maps/contrib/107028479083170045600?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjViKXUgJTSjhIfeH9a4Td273B_sD7KSjDl1i6JQUDIBkABKwdLHQg=s120-c-rp-mo-ba6-br100,5,5 tahun lalu,Cocok untuk keluarga maupun bareng temen,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdndH2UFAr3zkwz584ZbqhDEAxB5FszKfQCla0xXMxhatV1TrcEQ8_nOXq87MAUT_VrpB_qe34ZjIdEF_AmoMqGWVeeunew2-ZiJBJ2scJinh8Mg_yh_DXZbF0Ic_akWgW98v6DX', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlcM6Aom3LfZdxFanY_9L80CIX8pm7Gt5EkmKpUXEw-16pAuYh14-eCAIdO8eB3OuXhNGD34NGPLtNQYJ7E9IS8BOfmKPrKds9h8_VfJRBTza6oV4Y0of93KGoZObYCW-VXJf7SoQ', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdmNGJNRqg5dqgFlcqD_9rNy8JyG2WyzJUull6qTYqtX9OCHhSGYYk2bAjDnTWB_oQPUhHjuvfquS49alvxLaO9wRt8IIQruDQJeSwwAdA8_IY1qP7A3DFR21GjztSyL2sNe00fYMQ', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdnCdWqvA7cmANUIvuKh7MAk2b9LXGnTSxPpTcNxUkXq0QHH9RI0sdh4dLr5HN14Cc5jdZsctQGaB5_eeRGrf83yg5EZhNFpA2fpikNwW1KndczIQtCyvIAAzF5zYsj0G5Kiu2k', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdkoX0tibBq3Xgoo2N-5Ty3EaRAFf0peX84-zPSrZ20lA-SITBRodSSmUJz-DD6ocNHqtYDfLhao9_yAXZ5BK5lNEFMlkVZqIbIflQXrwqoCCZZMBVv5PvTcjjp5KGvJ6ygTNgc']",TRUE,McDonald's
8,Firman Matofani,https://www.google.com/maps/contrib/111095917691450699498?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUaha9woR13aiidQvf4AA9vTwtMHBLz0SniqmNrr27rNCDzzfQ6=s120-c-rp-mo-ba5-br100,5,2 tahun lalu,"Kunjungan ke MC Donald kedua kali setelah pertama untuk mengisi acara Musik. Lokasi strategis di tepi jalan utama menuju alun-alun jember, diseberang jalan ada pusat perbelanjaan Transmart dan bersebelahan dengan hotel bandung permai di sebelah utara. Parkir luas untuk mobil dan terbatas waktu 1 jam bagi motor. Fasilitas tempat makan ber AC dan Non AC. Kamar mandi dan tempat sampah. Cuci tangan berdekatan dengan Toilet. Kesan mengunjungi lumayan dapat promo dari Ropik (Duta Kesehatan Pasuruan). Thankyou pik. kl ada promo lagii",,TRUE,McDonald's
8,Agus Choirul Huda,https://www.google.com/maps/contrib/101547140370156696120?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVLbQEXtWnhzspNYOCAPqJH6EKD0SzoiH9PFtRVCN6rM0lgm3db=s120-c-rp-mo-ba6-br100,4,5 tahun lalu,"layanan standart seperti McD pada umumnya, namun lokasi agak jauh dari pusat kota...",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdk2och5Fdu_rtG7MRs_q-SO13nO74e-h5oP1UJxMQI9nLrjd83cymKXwq1zJbB1TY4_Omdnk_lFbxbi5oupyidN2nSlGbx1PolXN_qAlvG06kFnuTpJyDhIsTEOf9os7jjbbf9_'],TRUE,McDonald's
8,Suhar Yanti,https://www.google.com/maps/contrib/106786520813730758841?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUP4nX7k2O32QbHDFdxHKqSsBvHcu0_n26U74nsu-We-TZRGuXv=s120-c-rp-mo-ba5-br100,3,2 tahun lalu,"Makanan it's oke,
Pelayanan bagus,
Namun kurang gercep dalam kebersihannya, mungkin pas lagi crowded sih waktu itu. Jadi masih ada beberapa tisu bekas pakai bertebaran di lantai.
Lain2nya oke lah.",,TRUE,McDonald's
8,Devv Dewanti,https://www.google.com/maps/contrib/108252116367396087045?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKPIUq1F-XRNUBu8ccQcKHOTrMS9RI7usyE_wEaP_j-_W-Bqf4=s120-c-rp-mo-br100,1,setahun lalu,"sy drivethru tgl 17/4 sekitar jam 13, saat ambil makanan trnyata kertas bungkusnya itu berminyak banyak, akhirnya sama salah seorang karyawan laki2 yg bertugas saat itu (tidak jelas name tagnya) diganti, tpi dg ketus ""sini mana sy ganti kertas bungkusnya!"" kemudian, dia tutup dg membanting jendela nya dan ga bilang makasih ga bilang apa, makasih loh bintang 1 banget pelayanannya!",,,McDonald's
8,Lie Hwa,https://www.google.com/maps/contrib/109885013371731378281?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLn9659xdp8CMkGtHsIdQ9KcqTZ9vdvNyqREh28VqxA9wr8=s120-c-rp-mo-ba4-br100,5,setahun lalu,Tempat nongkrong 24 jam ya. Makanan sesuai khas mcd. Suasananya nyaman buat nongkrong. Meja2 cepet dibersihkan.. meskipun seharusnya pengunjung yg self service.,,TRUE,McDonald's
8,Miftahul J A,https://www.google.com/maps/contrib/104099627130227432125?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI-ni7XssJZaC1eOxBOHLotUP329HJ4fFljBv3rkn0d0mHeEA=s120-c-rp-mo-ba4-br100,4,4 tahun lalu,"Tempatnya bersih, pelayanan baik, parkir luas",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdlyug0gKTRpctO2VQTwi4OhD9wIzEDOtG821fdTRCsUDwRJXkyRAWEbpGZh7a9P0JXHEyoeo4bouv9bBiS3jZnGL0JUn8umXfGrZ534Oum5_T_CVEss9oNvV7eMLp4AhgBM5mhx'],TRUE,McDonald's
9,Fajar Erlangga,https://www.google.com/maps/contrib/107210832523089144936?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVN6ou98mpIWsLNw9tDna4LUQv069Y2W1uWrtvPKBZtJu4tS4s=s120-c-rp-mo-ba6-br100,5,3 tahun lalu,"Rekomanded buat kongkow, ada musholla diparkiran belakang.","['https://lh3.googleusercontent.com/geougc-cs/AHRlGdn_X-t9ilPHkrHszonS8thfiMLOnQ0I1_TOOU09y-AZDUquJrqlnBhfLiU_Bye9xOtZ1a3y9qv4sVKCOkbDvnMa8tZA88YjPLN10CJe4fVePZcNho6WuJ5pYbSgO0ZXrQVMsnLhRg', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdkdrm12Wf0zVn_1ZEjtk6e0z_U0_D7FRkT7R5D-ldX_egsEKr7XvjtM0Bjpy_LlzCQE7D2UxWNruck54UqnQGD_u3nT4R8D6M7ppJEqj6Mzy4DmgRWs2rTh5h2e_kGAuES88LWC']",TRUE,McDonald's
9,Heru Triantoro,https://www.google.com/maps/contrib/102946070376126522609?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXWCkMbJAjlFwus3FV80lEy-U7bw70EinCMjECOsBtXScCIm4rA=s120-c-rp-mo-ba4-br100,5,setahun lalu,"Pada struk bukti pembayaran tertulis, silahkan duduk biarkan kami hantarkan pesanan anda namun kenyataannya nomor antrian kita yg dipanggil utk ambil pesanan kita sendiri",,TRUE,McDonald's
9,Altriara Fi'aina Hakim,https://www.google.com/maps/contrib/107107432254382823519?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUWV19Xa6bkeQbRlbn0rCX-92apr9MJJP_2o8y27KsoukH0bwXu=s120-c-rp-mo-ba3-br100,5,5 tahun lalu,Tempatnya nyaman dan strategis. Depan masjid juga..,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmw-Mc-ppLFINwLAet_33YjRPU2zobKvtj_zDVvs4OAzlwK1MKZftGfTr7HUMNoTDHvzEwc4ZbqfesZv4HB2e8VC5NUw3OBm1-t86aOTIswkBZPhBCGdfx3NvCG1Lzh7HVGxc0'],TRUE,McDonald's
9,Dian Rosalinda,https://www.google.com/maps/contrib/114197220640906857644?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUixj8Lwe2RCAB1pG4uVsqPcXfl05vKJ2HZ9KOtTBN6nJ-Q2XWfJA=s120-c-rp-mo-ba4-br100,2,3 tahun lalu,"Datang ke McD di jam ramai malam hari, 19.30 yang buka hanya 1 kasir dari 2 kasir.  Sampai antrinya panjang. Yang melayani asisten manager nya sabar dan ramah melayani konsumen yg sibuk memilih jd akhirnya antrian nya panjang. Akhirnya 1 kasir  dibuka, maka berpindahlah kami.  Karena lumayan membawa keluarga besar 5 dewasa dan 3 anak anak jadi agak banyak menu dan mau nya. Sy pertama kali mendownload aplikasi Mcd sudah sy sampaikan ke petugasnya bahwa sy baru belajar dan minta di pandu utk menggunakan menu promo dalam aplikasi McD. Dari awal petugasnya seperti kurang sabar dan terburu2. Ketika sy pakai menu promo bpk petugas ini menyampaikan dibatasi 3.  Bapaknya terburu2 sekali sedangkan sy masi mau order lg. Yg saya liat kasir yg 1 masih sabar dan ramah menunggu orang yg order utk memilih menu meski antrian panjang, sedangkan sy, petugas yg melayani sy sangat terburu2 sekali, sampai sy katakan saya mau order lg, mungkin dikira sy akan pakai kode promo di aplikasi sy katakan saya pesan biasa, sudah dilayani, spertinya ingin cepat2 diakhiri orderan sy. Sampai sy ulang lagi sy mau order lg.  Saya bingung belum perna saya order di Fast food sekelas McD diburu2 dan sy harus mengulang menyampaikan bahwa sy masih mau order lg, biasanya mereka yg menyampaikan dg sabar "" mau pesan apa lagi"" atau mereka menawarkan utk order menu lain. Saya sampai terburu2 dan panik, alhasil menu yg harusnya sy pesan ada yg kurang. Akhirnya sy order lg di kasir yg satunya (asisten manager) pakai promo dan dilayani dg baik, tidak terburu2 dan tidak mengatakan maaf dibatasi 3. Dan bertanya ada menu lain yg mau dipesan.Meski sampai akhir sy ga jd makan krn kehabisan menu ayam krn uda sold out. Seandainya tdk diburu2 wkt pertama pesan mungkin sy ga sampai kekurangan menu ayam dan bisa makan dengan nyaman.",,TRUE,McDonald's
9,Hernik Prapus Setiyoningsih,https://www.google.com/maps/contrib/112055951627405571481?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWtFGUv4jN0wUKYh9v_F1-uZRug-T_kcw-MuOAbK7UTgT5-49oQ=s120-c-rp-mo-ba3-br100,5,2 tahun lalu,"Ini wuenak, strawberry nya nggak hancur bgt, sukaaa",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdlai3SOi0yxNMunjFJMT3qdkV885EzcIOrHknPAw5iB3dbQQ2fLuxWCWE-wFMjYQqiO8CwP4Nq0DjrR9Bqq1OvsE1qZFOow2NKQGVjJckivx22L6xCTYasjcsprv7EF81JQHB-8'],TRUE,McDonald's
9,Muhammad Rifo,https://www.google.com/maps/contrib/117310897309533529912?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXjpsJKPUGe4vEASXA5oTSmVC0EYbAbqkh_uBELhQUMqpMZdbqU=s120-c-rp-mo-ba3-br100,5,2 tahun lalu,yeay pasca covid akhirnya mcd 24 jam lagi di jember,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdlPNAx9o4Abghb-euzKddhsa36CXN1Oe5fGPdPpHutaytIrEPlIYE_0UNIPyuFBkYup711nFMA9JxHI6_0bjR6vXBzbiGr1xM7q35BpHz1SrdBUz9yJ5keJllOFhEVB3q2HM45gRQ', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlsNMoYtrf8xSJRluy-w3WE4OXZvW-7ILKPAbCj-8-gto3GLj5u6infeCH-mft6mMJ97IpoRYmUPgWOkNlCeRZhcYh7LRUIkNR0hNr25oeYfOx15PB3COacOuKVs-SnYWOe09RH']",TRUE,McDonald's
9,Nashinta Maharani,https://www.google.com/maps/contrib/104020996922660103455?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVhZ7eIHu1WEJ3bsh-T9HTNjNq6fOREBnIquIZBsUH6NWVXLALF0Q=s120-c-rp-mo-ba3-br100,5,setahun lalu,"kaloo kesini jangan pas jam makan siang atau malam, karenaa bakalaann rame banget! jangan lupa cek apk mcd juga lumayan sering dapet promo",,TRUE,McDonald's
9,reni Handayani,https://www.google.com/maps/contrib/104822120299047333383?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJOtSNOt03s41CFrqfqZ2uTf1MlzpAnwvJripcid6RR4BzGXw=s120-c-rp-mo-ba2-br100,2,setahun lalu,"Maaf ya..saya kasih bintang 2..saya beli happy meal,knp hadiahnya selalu ngga ada..ini tadi beli happy meal tinggal buku cerita nya doang...eh pas udh otw pulang,buku ceritanya pun,ngga ada...piye tho?pdhl paket happy meal itu...yg mahal itu bkn makanannya..tp mainannya..",,TRUE,McDonald's
9,Diah Dwi Neng Tias,https://www.google.com/maps/contrib/105155841176514943407?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVDjUtF3IeOkMBnQMajxfcnP99xBnjIQskeeSUyBer_PrMIvz5b=s120-c-rp-mo-ba4-br100,5,4 tahun lalu,"Fast food, free wifi, self service.

Tempat nyaman. Lokasi strategis di tengah kota. Menyediakan layanan pengiriman dan drive thru. Menu makanan bervariatif.","['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmkJPet8bhE458FcLzl95MVjUqRQ0ugftIYH-S2Cz1iz2SrZJhOFRcqfBYsTdT7aZxqSB8vqV20Lzlg5ObciCOeTZQ5WSTKVxJepGheBrvjyy4hPIzhoNvaqGUgTJt39qU45ixt', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdkMA26yoRqq-MhuZ--oEdDGFfZgsNEr2RWZLJ0BSXyKkTV1Qu1yYPq2HCGU3KwrDy0HUhM2qti4ES84n_QtIjgA3C40c2Jgzu7leMTxJRBIMF4yZTSCCWYBsYcTvhDg7hyUVUQc']",TRUE,McDonald's
9,Erienie Yulia,https://www.google.com/maps/contrib/106912870489576943111?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWX0W0lJKGQzgDpEQjfjYIV4qMI9pdSoLC-E0Xl_CRzDQkBxqohfg=s120-c-rp-mo-ba3-br100,4,setahun lalu,Asik aja buat family time,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdnWyP7UlRJy5llm5jukR6odl3m4RF88IU-6RGYfoTgeeiz_BAMqk87abWpl3I4ZsvcOpLW-CsIdM3fL6l6AGV8qg_grfMk5GfMB-07YImfR289SoOKRjgO7By7D091xMs18SPrw'],TRUE,McDonald's
10,Miranda Sekartaji,https://www.google.com/maps/contrib/111202343833500658815?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVcu0TxDaaf2qQPkCtY08DCARsPqbGEW9XH1n9P2dAi7ZFJ6bvb=s120-c-rp-mo-ba3-br100,5,3 tahun lalu,"parkir luas, tempat nyaman, prokes baik",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmaKH5XncXUb5bfF8ZgsMHitOH1nPRn4rZyFPKvBF_Iq7PkykQwWc7cUcOTkt9UftLgrDuLXxYDCB1AyJm6M5rRe2NmrG1iQok2cTQiODlC7LqqvOJDr22uwyXkIMRzBnj3-84'],TRUE,McDonald's
10,Febry Dis P,https://www.google.com/maps/contrib/111373827947804065348?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV6SkYDpfyHBjBvWCkUDdNHENPCtxx-pr89RNZG2pxJRlhEzq8=s120-c-rp-mo-ba4-br100,5,setahun lalu,Tempat makan ayam yg cocok bagi segala usia. Ada mainannya juga di dalam untuk anak kecil. Pelayanannya cepat dan juga ramah,,TRUE,McDonald's
10,CLARA BERNANDA,https://www.google.com/maps/contrib/103137276581745812064?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI9WX3GXQEPC5iqoUxxQ9iEmjR_INJRyIe2JaK8FsPiY48HF2Vq=s120-c-rp-mo-ba2-br100,2,3 tahun lalu,"Komunikasi nya buruk banget., harus bolak balik buat nanyain pesanan yang kurang.
Dan juga, katanya es krim nya masih cair dan butuh waktu 30 menit, jadi saya meng-iya kan untuk memesan sundae . Dengan harapan datang 30 menit setelah pesanan menu makanan. Ternyata yang saya dapat es krim yang masih cair seperti susu. Sy minta penjelasan, bukan nya minta maaf apa gimana gitu ya.
Oh iya. Itu sabun di toilen habis, gimana mau cuci tangan proper? Tisu toilet juga HABIS. Paling parah juga kita ga di kasi tisue di nampan makan. Plis deh.. koreksi lagi pelayanan nya .. percuma ada foto2 best employee kalo masih minim gini.",,TRUE,McDonald's
10,Stephanus Yogi,https://www.google.com/maps/contrib/101795690252691296930?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUZkyMG0tWIorDwPTVOBYVf4CgR120H1_HvPvEfE01qhJiWv-ff=s120-c-rp-mo-br100,1,setahun lalu,"listrik di stopkontak ngga bisa konek di jam 12 malem, ngga rekomendasi buat nugas buat laptop laptop butuh charge. lumayan kecewa sebagai pendatang di sini",,,McDonald's
10,Novy Kartini,https://www.google.com/maps/contrib/112332645366847172930?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKCBb8hWlWTPp1IJh16vXKDG2FV3M9L5qbwv6qSDsZwstGhNQ=s120-c-rp-mo-br100,1,2 tahun lalu,"Barusan sekitar jam 23.00 tgl 17 Februari 2022 sy beli ke Hayam Wuruk, di Drive Thru dilayani wanita
Sepertinya dia tidak fokus, sampe bbrp kali dia tanya pesanan kita, padahal sudah kami sebutkan, sampai sy jengkel
Kemudian sy tanya beda Panas 1 dan 2 apa? Dijawab...Kan ada gambarnya? Sy bilang...mana ada gambarnya, makanya nanya
Sy sudah wanti2 Panas 1 tidak pedas, dan ketika dia mengulang pesanan sudah sesuai ada yg tidak pedas
Sampai di rumah...semua ayamnya PEDAS, yg akhirnya sy tidak bisa makan
Tolong diperhatikan sehingga tidak merugikan konsumen!!!!!!!",,,McDonald's
10,BUFF TRAVELER,https://www.google.com/maps/contrib/101844995756864620018?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUNM3JhI-TfzRJOml6-0gaB9N9cuBJ7w5mDHENG6syLNzd2x0bx=s120-c-rp-mo-ba6-br100,5,2 tahun lalu,"McD  Pertama di Jember dengan lokasi yang sangat Strategis, disamping Hotel Bandung Permai  di depan Transmart, ada Perumahan, dekat dengan Kampus UIN as-shiddiq Jember.

Akses jalan sangat mudah karena berada di pinggir jalan utama, parkir luas ada di belakang, depan juga ada, ruangan mantap, serta pilihan menu yang cuit-cuit.",,TRUE,McDonald's
10,Rita Setia,https://www.google.com/maps/contrib/107728654853267033222?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV8PD9R_iOIlNk_90QbkPtRUfhfKlYIUI7BNEaRtG4oTZuUdfEw=s120-c-rp-mo-br100,1,3 tahun lalu,"Pelayanan kasir sangat kurang ramah hari ini, saya memang belum pernah ke mcd jadi saya tanya harga beberapa kali tapi jawaban mba kasir nya malah dengan nada marah. Dan saya pesan take away juga salah dine in. Jujur ngeselin sih apalagi satpam nya yang saya kesusahan mindah bangku, dia malah cuma nyuruh dorong aja dengan suara keras di depan banyak pengunjung. Tolong ya mcd jember lebih ditingkatkan pelayanannya, senyum kepada pengunjung saja sudah cukup kok.",,TRUE,McDonald's
10,Upper Arm,https://www.google.com/maps/contrib/109725145331782619833?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW2vJ8x2aweIT2wBgXd_XGJGyYydGSk05cL5jg2hCzgk2wIHbQ=s120-c-rp-mo-br100,1,setahun lalu,"Minggu 19-2-23, malam, Drive thru,, pesen burger 3, dikasih paket plus minum, saya cuma minta burger saja, yg murah, akhirnya diberi yg deluxe,, lebih mahal dikit daripada yg reguler,,. Mungkin kejar target ya...",,,McDonald's
10,지은Jieun Yoon,https://www.google.com/maps/contrib/117206810793805439318?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVYICHRT-mvrORoAorLssT5IffxrgfyfkgAmVQa--qAwM7y4BiA=s120-c-rp-mo-ba3-br100,5,5 tahun lalu,"temlat bersih, cepat, dan nyaman, kamar mandi nyaman, pelayanan bagus",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmgsBMjAp56mDRd9c_R53PJFhQWuTxURaK3WM3FyPna_WH9wpba7Yq2TnMhthQbBHygbDB2uDeEpTIkRGafgIQV0vJaCZDD_EQ6KJIl_qEEAdqTlyiicJy3_HnPOY-YQKTwYSs'],TRUE,McDonald's
10,Disa Yulansi,https://www.google.com/maps/contrib/108732257453342921908?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXLMAqPfCiozd4PnQcI_3T25yaEfgym1PeC9e0SqzudMy4pn-Y2wA=s120-c-rp-mo-ba4-br100,5,2 tahun lalu,Suka banget makan disini,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdkJhpF3o9FVHH9I1V0R2m68K3cXeONhonB0eALRZewUKbbD6dMMhNf-4H-UlPLwxnAIHp4PDNIsDGCzizueEXeCUUGkeoGqtD8HBHVaZUiUAd1fQ71wh7OxRnZaUqbyNM5sPlBs', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdl7HSQ1G2eHLQwmFQczlvXnTQtoquy1QU_TlECGaXJb_wJOdKxt3XOBngT_xkIMDFmaWTA1mVe1tV6q6fHpfcIZNg9RNUKxfcSr0wqiHYoXzTDv6ez5MSlQyuunFZ0qzQH7ZsOX', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdn7v_cObKmDLRfLpowX2oIvZf8WW6Xe0Zj1FYQsnxBid_2W6FqfRn4QWqJVM6bSnP9-jaNe76ibrZTp0m27YuaeKL_0jxgWwN96aDqia9tuVzdcTY0pIt5sdvDsz6QhWWsTbTQ']",TRUE,McDonald's
11,dikri haikall,https://www.google.com/maps/contrib/112563944759862772647?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXsk5a54XbyPpDimq0gbQT3cZ9wQRmLq7Oz30ikR_hubCaWWZ39=s120-c-rp-mo-ba4-br100,5,5 tahun lalu,Lokasinya tepat berada di depan transmart jember. Lahan parkirnya sangat memadai untuk para pelanggan baik itu mobil ataupun motor. Juga hadir di dalam layanan drive thru yang pelayanannya juga cukup baik. Tempatnya cozy dan cocok untuk segala aktifitas dan juga buka 24 jam cocok untuk anda yang kelaparan ditengah malam.,,TRUE,McDonald's
11,Emy Emy,https://www.google.com/maps/contrib/107543131359638440252?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV4nwtHvAflFRAAKFogE3YD2CdHbRZtVdlFRsS-smSA1_k7xg6-=s120-c-rp-mo-ba4-br100,4,2 tahun lalu,Mkn disini memang mantap tempatnya juga bagus,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmEazN9TMQU-wSG8v174SrAK7_DJNQK7BWsZualj1i1CCMObSNf-rzjEtXGOx_fBnQIvcb0sKobwyJkAsR8eFnWWKb8-fHDBCxoxIqGBz7HGpG8-N0Ilw2CpRtsWPW62TeNvy2v0g'],TRUE,McDonald's
11,DnD workshop,https://www.google.com/maps/contrib/114430228468970998800?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU5hMWpX0txsr5n0NsAnZVJG9H_Tx9gvAoQZosU_TvLj_GZ6QjZ=s120-c-rp-mo-ba3-br100,3,3 tahun lalu,"sebenarnya tempatnya nyaman. tapi sangat tidak aman untuk anak-anak berusia 1-2 tahun. bentuk ujung meja runcing, tingginya pas kepala dan mata anak2. perlu pengawasan ekstra untuk yg bawa anak2 batita ke tempat ini.",,TRUE,McDonald's
11,windiarti budi lestari hernowo,https://www.google.com/maps/contrib/114277393297712499277?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWJBwGiDdyy4CpdqT5atIMgkKHRHEKKGjn_YdDdsbNSUYoQmpaPcQ=s120-c-rp-mo-ba3-br100,1,3 tahun lalu,"Petugasnya tidak sopan. Saya sdh menunggu lama di depan counter payment drive thru yg pertama. Setelah menunggu lama, oleh petugaa disuruh ke counter selanjutnya. Sampai di counter drive thru ke-2 petugas menyalah2kan saya karena saya blm payment di counter yg sebelumnya. Dan solusinya saya diauruh mutar lagi mengantri panjang lagi.",,TRUE,McDonald's
11,Idham Fandhy,https://www.google.com/maps/contrib/104750533619265838026?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWkL_dZR_Du1GfbwACl_58sjogF0Sj0advsW8wx53hnV2D3gNU=s120-c-rp-mo-ba4-br100,3,2 tahun lalu,"driver thru enak dan es krim oreo enak mantap. harga murah dan bersahabat. sayangnya lokasi parkir terbatas dan kalau siang panas. tidak ada tempat berteduh.
.
Update.
Drive thru McD ice cream sering kosong cuy, buat apa ada Drive thru kalo beli ice cream harus ke boot stand Roxy lantai 2. XD
please jalan masuk terlalu tinggi dari jalan raya, akhirnya njomplang mau mobil tinggi pun kerasa kurang nyaman.
Sering dipindah-pindah JALAN MASUKNYA BIKIN BINGUNG 😕.
kadang lewat in out sesuai awal, kadang cuma masuk dari out keluar dari out padahal gak ramai pengunjung.
Terima kasih",,TRUE,McDonald's
11,Andrei Arnando,https://www.google.com/maps/contrib/105227661537003464415?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWtlHQjtwuN8AUXMokYUP8Tx3EHiwJNXx_fd1nG0TL9uh6CE0I=s120-c-rp-mo-ba6-br100,4,3 tahun lalu,"Big Mac emang bikin kenyang,, btw dah persis fotonya blm?",['https://lh3.googleusercontent.com/geougc-cs/AHRlGdnkVOgzIMUl4DCzHFv5iemHCehq8n78s9l1luBUXhCw9ZQjQbDpXjB3Nx4WwK1mxhya_WHypg18Qu2ll8FVEoUNSlKIB97odf1IUOmHra0UvFLfHpEEjLYyOf2NrHT9vTt4QHYh_g'],TRUE,McDonald's
11,Ayu Trina Yulia,https://www.google.com/maps/contrib/104836524623132598229?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVLdbJA1VWAvpA6L7hQZrcH8FMPiC9bDnV1QBqAgve0v3IpzHuA=s120-c-rp-mo-br100,1,setahun lalu,"Buruk, rasa kurang enak dibanding di negara2 lainnya .. saya pernah merasakan mcd di malay, singapur, dan jepang, saya rasa di sini yg paling buruk .. parkir juga tidak gratis",,,McDonald's
11,Sheila Firdausi,https://www.google.com/maps/contrib/112338196873823218958?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXdZ9X2KYdCmtVTbzbYj96NQWYdW_U_JbxtOIMlAgatufRciPsV=s120-c-rp-mo-ba4-br100,5,5 tahun lalu,"Tempat fav emang kalau lagi suntuk pas malem. Untung aja buka 24 jam.
Pelayanan baik. Satpam juga ikutan bantu kalau lg rame.
Tp bnr dah kalau lg mlm liburan gtu penug bgt. Mungkin bisa d perluas tempatnya. Kalau d tambah kursi, sepertinya akan tidak nyaman.",,TRUE,McDonald's
